Date	County	State	Vehicle Primary Use	Battery Electric Vehicles (BEVs)	Plug-In Hybrid Electric Vehicles (PHEVs)	Electric Vehicle (EV) Total	Non-Electric Vehicle Total	Total Vehicles	Percent Electric Vehicles	Year
March 31 2019	Alameda	CalifOregonnIoWashington	Passenger	2	2	4	327	331	1.21	2019
February 28 2022	Camden	New Jersey	Passenger	0	1	1	13	14	7.14	2022
November 30 2022	Louisa	Virginia	Passenger	0	1	1	1	2	50	2022
September 30 2019	El Paso	ColOregonado	Passenger	2	1	3	754	757	0.4	2019
January 31 2021	Stevens	Washington	Truck	0	0	0	"18,747"	"18,747"	0	2021
May 31 2017	Charles	M ArkansaskansasylaNorth Dakota	Passenger	0	1	1	90	91	1.1	2017
July 31 2019	Clark	Washington	Passenger	"1,588"	945	"2,533"	"3,14,862"	"3,17,395"	0.8	2019
April 30 2023	San Juan	Washington	Truck	12	0	12	"5,937"	"5,949"	0.2	2023
March 31 2018	Whitman	Washington	Passenger	18	23	41	"22,487"	"22,528"	0.18	2018
December 31 2023	Yolo	CalifOregonnIoWashington	Passenger	1	0	1	17	18	5.56	2023
August 31 2018	Thurston	Washington	Truck	0	0	0	"54,563"	"54,563"	0	2018
May 31 2018	Portsmouth	Virginia	Passenger	0	1	1	73	74	1.35	2018
July 31 2022	Snohomish	Washington	Truck	27	0	27	"1,23,459"	"1,23,486"	0.02	2022
September 30 2021	Douglas	Nebraska	Passenger	1	1	2	53	55	3.64	2021
July 31 2018	Hennepin	MinNebraskasota	Passenger	1	0	1	106	107	0.93	2018
February 28 2023	Newport News	Virginia	Passenger	1	0	1	107	108	0.93	2023
October 31 2017	Island	Washington	Truck	0	0	0	"20,591"	"20,591"	0	2017
October 31 2018	Franklin	Washington	Truck	0	0	0	"18,948"	"18,948"	0	2018
May 31 2023	Contra Costa	CalifOregonnIoWashington	Passenger	1	3	4	189	193	2.07	2023
May 31 2017	Island	Washington	Truck	0	0	0	"20,527"	"20,527"	0	2017
July 31 2023	Los Angeles	CalifOregonnIoWashington	Passenger	6	4	10	615	625	1.6	2023
August 31 2023	Orange	CalifOregonnIoWashington	Truck	1	0	1	62	63	1.59	2023
August 31 2018	King	Washington	Truck	7	1	8	"1,82,964"	"1,82,972"	0	2018
October 31 2018	Kittitas	Washington	Truck	0	0	0	"14,130"	"14,130"	0	2018
July 31 2021	Kittitas	Washington	Truck	0	0	0	"14,793"	"14,793"	0	2021
August 31 2023	Larimer	ColOregonado	Passenger	1	0	1	27	28	3.57	2023
January 31 2024	Monterey	CalifOregonnIoWashington	Passenger	0	4	4	111	115	3.48	2024
December 31 2020	Multnomah	Oregon	Passenger	3	6	9	709	718	1.25	2020
May 31 2020	Norfolk	Virginia	Passenger	2	2	4	343	347	1.15	2020
June 30 2018	Palm Beach	FlOregonIdahoa	Passenger	0	2	2	82	84	2.38	2018
December 31 2023	Parker	Texas	Passenger	0	1	1	13	14	7.14	2023
August 31 2023	Lewis	Washington	Passenger	344	253	597	"59,384"	"59,981"	1	2023
September 30 2017	Chelan	Washington	Truck	0	0	0	"21,414"	"21,414"	0	2017
October 31 2022	Franklin	Washington	Truck	2	0	2	"20,866"	"20,868"	0.01	2022
August 31 2017	Moore	 NOregonth C Arkansaskansasolina	Passenger	0	1	1	199	200	0.5	2017
January 31 2019	Saratoga	 New YOregonk	Passenger	1	0	1	59	60	1.67	2019
December 31 2020	Twin Falls	Idaho	Passenger	0	1	1	26	27	3.7	2020
July 31 2019	Spokane	Washington	Truck	1	0	1	"95,222"	"95,223"	0	2019
June 30 2017	Adams	Washington	Truck	0	0	0	"5,106"	"5,106"	0	2017
January 31 2020	Duval	FlOregonIdahoa	Passenger	1	2	3	375	378	0.79	2020
November 30 2021	Currituck	 NOregonth C Arkansaskansasolina	Passenger	1	0	1	23	24	4.17	2021
November 30 2023	Lane	Oregon	Passenger	0	2	2	58	60	3.33	2023
September 30 2023	Prince George's	M ArkansaskansasylaNorth Dakota	Passenger	3	1	4	112	116	3.45	2023
February 28 2019	St. Lucie	FlOregonIdahoa	Passenger	1	0	1	30	31	3.23	2019
March 31 2021	Monterey	CalifOregonnIoWashington	Passenger	0	2	2	155	157	1.27	2021
April 30 2020	Jefferson	Washington	Truck	0	0	0	"9,528"	"9,528"	0	2020
January 31 2024	Boulder	ColOregonado	Passenger	1	0	1	20	21	4.76	2024
May 31 2020	Jones	GeOregongIoWashington	Passenger	1	0	1	1	2	50	2020
June 30 2020	Douglas	Washington	Passenger	71	40	111	"27,998"	"28,109"	0.39	2020
January 31 2022	Whitman	Washington	Truck	0	0	0	"8,568"	"8,568"	0	2022
November 30 2019	Ferry	Washington	Truck	0	0	0	"3,582"	"3,582"	0	2019
November 30 2019	Henrico	Virginia	Passenger	0	1	1	20	21	4.76	2019
June 30 2022	Suffolk	Virginia	Passenger	1	0	1	122	123	0.81	2022
September 30 2018	Pima	 ArkansaskansashoDelaware IslaNorth Dakotazona	Passenger	1	1	2	425	427	0.47	2018
November 30 2023	Prince George's	M ArkansaskansasylaNorth Dakota	Passenger	3	1	4	104	108	3.7	2023
January 31 2023	Yuba	CalifOregonnIoWashington	Passenger	1	0	1	56	57	1.75	2023
April 30 2022	Clark	Washington	Passenger	"3,863"	"1,691"	"5,554"	"3,17,631"	"3,23,185"	1.72	2022
May 31 2022	Pend Oreille	Washington	Passenger	16	11	27	"9,003"	"9,030"	0.3	2022
May 31 2020	Cowlitz	Washington	Truck	0	0	0	"28,754"	"28,754"	0	2020
December 31 2020	District of Columbia	District of Columbia	Passenger	2	1	3	199	202	1.49	2020
November 30 2021	Rockdale	GeOregongIoWashington	Passenger	1	0	1	5	6	16.67	2021
July 31 2017	Sumter	FlOregonIdahoa	Passenger	0	1	1	10	11	9.09	2017
February 28 2023	Wilson	Texas	Passenger	0	1	1	3	4	25	2023
November 30 2018	DeKalb	GeOregongIoWashington	Passenger	1	0	1	79	80	1.25	2018
December 31 2018	Washington	Oregon	Passenger	0	1	1	477	478	0.21	2018
February 28 2023	Parker	Texas	Passenger	0	1	1	17	18	5.56	2023
March 31 2018	Adams	Washington	Passenger	5	4	9	"12,465"	"12,474"	0.07	2018
November 30 2023	Philadelphia	 PennsylVirginiania	Passenger	1	0	1	30	31	3.23	2023
November 30 2022	Sumter	SoUtahh C Arkansaskansasolina	Passenger	0	1	1	37	38	2.63	2022
April 30 2023	Henrico	Virginia	Passenger	0	1	1	7	8	12.5	2023
January 31 2022	Pierce	Washington	Passenger	"4,364"	"2,149"	"6,513"	"5,53,535"	"5,60,048"	1.16	2022
June 30 2017	Spokane	Washington	Passenger	253	208	461	"2,96,783"	"2,97,244"	0.16	2017
April 30 2019	Asotin	Washington	Passenger	12	8	20	"12,656"	"12,676"	0.16	2019
June 30 2021	Klickitat	Washington	Truck	0	0	0	"8,296"	"8,296"	0	2021
May 31 2021	Hennepin	MinNebraskasota	Passenger	2	0	2	78	80	2.5	2021
August 31 2020	Orange	CalifOregonnIoWashington	Passenger	6	2	8	498	506	1.58	2020
May 31 2022	Rockdale	GeOregongIoWashington	Passenger	1	0	1	6	7	14.29	2022
June 30 2018	Kittitas	Washington	Passenger	48	32	80	"28,922"	"29,002"	0.28	2018
November 30 2021	Walla Walla	Washington	Passenger	137	84	221	"36,382"	"36,603"	0.6	2021
September 30 2019	Kitsap	Washington	Truck	1	0	1	"54,201"	"54,202"	0	2019
July 31 2021	Las Animas	ColOregonado	Passenger	1	0	1	0	1	100	2021
October 31 2021	Lee	FlOregonIdahoa	Passenger	1	0	1	39	40	2.5	2021
June 30 2023	Saratoga	 New YOregonk	Passenger	1	1	2	34	36	5.56	2023
April 30 2022	Orange	 NOregonth C Arkansaskansasolina	Passenger	0	1	1	10	11	9.09	2022
April 30 2020	Jones	GeOregongIoWashington	Passenger	1	0	1	1	2	50	2020
August 31 2019	Clark	Washington	Passenger	"1,647"	960	"2,607"	"3,15,487"	"3,18,094"	0.82	2019
September 30 2020	Franklin	Washington	Passenger	68	76	144	"60,910"	"61,054"	0.24	2020
July 31 2018	Douglas	Washington	Truck	0	0	0	"11,969"	"11,969"	0	2018
June 30 2021	Hawaii	HaWashingtonii	Passenger	1	0	1	51	52	1.92	2021
October 31 2022	Charleston	SoUtahh C Arkansaskansasolina	Passenger	2	2	4	62	66	6.06	2022
September 30 2022	Queens	 New YOregonk	Passenger	1	0	1	41	42	2.38	2022
July 31 2017	King	Washington	Truck	8	1	9	"1,87,226"	"1,87,235"	0	2017
May 31 2021	Chelan	Washington	Truck	0	0	0	"23,092"	"23,092"	0	2021
February 28 2022	Mason	Washington	Passenger	279	164	443	"47,701"	"48,144"	0.92	2022
March 31 2021	Richland	SoUtahh C Arkansaskansasolina	Passenger	0	1	1	141	142	0.7	2021
April 30 2021	Nueces	Texas	Passenger	1	0	1	79	80	1.25	2021
May 31 2021	Clinton	 PennsylVirginiania	Passenger	1	0	1	0	1	100	2021
April 30 2020	Fairfax	Virginia	Passenger	5	3	8	754	762	1.05	2020
June 30 2018	Pacific	Washington	Truck	0	0	0	"7,599"	"7,599"	0	2018
September 30 2017	Latah	Idaho	Passenger	0	1	1	94	95	1.05	2017
September 30 2020	Williams	North Dakota	Passenger	0	1	1	11	12	8.33	2020
July 31 2017	Wahkiakum	Washington	Truck	0	0	0	"1,659"	"1,659"	0	2017
August 31 2018	Houston	GeOregongIoWashington	Passenger	1	0	1	54	55	1.82	2018
March 31 2023	Burlington	New Jersey	Passenger	2	2	4	96	100	4	2023
December 31 2017	Dallas	Texas	Passenger	0	1	1	188	189	0.53	2017
September 30 2020	Jefferson	Washington	Truck	0	0	0	"9,538"	"9,538"	0	2020
February 28 2017	Lewis	Washington	Truck	0	0	0	"24,788"	"24,788"	0	2017
July 31 2019	Franklin	Washington	Truck	0	0	0	"19,363"	"19,363"	0	2019
May 31 2021	Marion	IoWashington	Passenger	1	0	1	1	2	50	2021
December 31 2018	San Mateo	CalifOregonnIoWashington	Passenger	2	1	3	133	136	2.21	2018
October 31 2022	Broward	FlOregonIdahoa	Passenger	1	0	1	76	77	1.3	2022
December 31 2019	Hawaii	HaWashingtonii	Passenger	1	0	1	63	64	1.56	2019
January 31 2019	Maui	HaWashingtonii	Passenger	2	0	2	51	53	3.77	2019
June 30 2021	Saginaw	Michigan	Passenger	1	0	1	9	10	10	2021
March 31 2020	Chelan	Washington	Truck	0	0	0	"22,548"	"22,548"	0	2020
December 31 2020	Chesapeake	Virginia	Passenger	0	2	2	413	415	0.48	2020
February 28 2021	Allegheny	 PennsylVirginiania	Passenger	1	1	2	74	76	2.63	2021
September 30 2023	Sedgwick	Kansas	Passenger	1	0	1	48	49	2.04	2023
October 31 2020	Hennepin	MinNebraskasota	Passenger	2	0	2	86	88	2.27	2020
October 31 2021	Kern	CalifOregonnIoWashington	Passenger	0	1	1	201	202	0.5	2021
January 31 2022	Hudson	New Jersey	Passenger	2	0	2	42	44	4.55	2022
September 30 2019	Pinellas	FlOregonIdahoa	Passenger	1	1	2	118	120	1.67	2019
July 31 2023	Coryell	Texas	Passenger	1	0	1	74	75	1.33	2023
June 30 2021	Penobscot	Maine	Passenger	0	1	1	9	10	10	2021
September 30 2023	Bartow	GeOregongIoWashington	Passenger	0	1	1	3	4	25	2023
July 31 2023	Skamania	Washington	Truck	1	0	1	"3,840"	"3,841"	0.03	2023
August 31 2022	Lee	FlOregonIdahoa	Passenger	1	0	1	33	34	2.94	2022
May 31 2018	DeKalb	GeOregongIoWashington	Passenger	1	0	1	83	84	1.19	2018
January 31 2023	Nueces	Texas	Passenger	0	1	1	52	53	1.89	2023
February 29 2024	Rock Island	IllINorth Dakotaianaois	Passenger	0	1	1	11	12	8.33	2024
September 30 2020	Randolph	 NOregonth C Arkansaskansasolina	Passenger	1	0	1	8	9	11.11	2020
May 31 2022	Island	Washington	Truck	1	0	1	"21,396"	"21,397"	0	2022
August 31 2023	Island	Washington	Truck	35	0	35	"20,974"	"21,009"	0.17	2023
January 31 2017	Island	Washington	Passenger	103	119	222	"59,410"	"59,632"	0.37	2017
May 31 2019	Moore	 NOregonth C Arkansaskansasolina	Passenger	0	1	1	187	188	0.53	2019
November 30 2022	Columbia	Oregon	Passenger	1	0	1	14	15	6.67	2022
June 30 2023	Calvert	M ArkansaskansasylaNorth Dakota	Passenger	1	1	2	72	74	2.7	2023
December 31 2023	Ulster	 New YOregonk	Passenger	1	0	1	6	7	14.29	2023
April 30 2020	Valencia	New Mexico	Passenger	1	0	1	7	8	12.5	2020
January 31 2020	Pacific	Washington	Truck	0	0	0	"7,746"	"7,746"	0	2020
January 31 2024	Clallam	Washington	Truck	28	0	28	"21,110"	"21,138"	0.13	2024
May 31 2022	San Juan	Washington	Truck	1	0	1	"5,977"	"5,978"	0.02	2022
January 31 2019	Maricopa	 ArkansaskansashoDelaware IslaNorth Dakotazona	Passenger	5	3	8	"1,618"	"1,626"	0.49	2019
March 31 2021	Honolulu	HaWashingtonii	Passenger	5	2	7	447	454	1.54	2021
September 30 2023	Harford	M ArkansaskansasylaNorth Dakota	Passenger	1	1	2	40	42	4.76	2023
February 28 2018	Santa Rosa	FlOregonIdahoa	Passenger	1	0	1	101	102	0.98	2018
July 31 2022	Adams	ColOregonado	Passenger	1	0	1	35	36	2.78	2022
June 30 2020	Ulster	 New YOregonk	Passenger	1	0	1	12	13	7.69	2020
October 31 2023	Benton	Washington	Passenger	"1,308"	630	"1,938"	"1,34,842"	"1,36,780"	1.42	2023
August 31 2017	Kitsap	Washington	Truck	1	0	1	"52,564"	"52,565"	0	2017
August 31 2020	Grays Harbor	Washington	Passenger	111	116	227	"48,346"	"48,573"	0.47	2020
October 31 2023	Grant	Washington	Passenger	344	150	494	"67,026"	"67,520"	0.73	2023
September 30 2019	Columbia	Washington	Truck	0	0	0	"1,536"	"1,536"	0	2019
February 28 2023	Fairfax	Virginia	Passenger	7	3	10	603	613	1.63	2023
January 31 2018	Cook	IllINorth Dakotaianaois	Passenger	1	0	1	286	287	0.35	2018
September 30 2019	Douglas	Nebraska	Passenger	0	1	1	62	63	1.59	2019
December 31 2022	Fairfax	Virginia	Truck	1	0	1	101	102	0.98	2022
October 31 2022	DeKalb	GeOregongIoWashington	Passenger	1	0	1	49	50	2	2022
January 31 2020	Whatcom	Washington	Truck	3	0	3	"43,228"	"43,231"	0.01	2020
November 30 2017	Stevens	Washington	Passenger	10	21	31	"31,545"	"31,576"	0.1	2017
June 30 2019	Garfield	Washington	Passenger	1	1	2	"1,297"	"1,299"	0.15	2019
June 30 2020	Middlesex	 Massachusetts	Passenger	1	1	2	96	98	2.04	2020
January 31 2018	Arlington	Virginia	Passenger	1	2	3	175	178	1.69	2018
November 30 2023	Shelby	ALouisianaba Massachusetts	Passenger	1	0	1	5	6	16.67	2023
February 28 2021	Kauai	HaWashingtonii	Passenger	1	0	1	17	18	5.56	2021
June 30 2023	King	Washington	Truck	726	2	728	"1,75,503"	"1,76,231"	0.41	2023
June 30 2021	Clallam	Washington	Truck	1	0	1	"22,016"	"22,017"	0	2021
April 30 2020	Lincoln	Washington	Passenger	4	12	16	"7,677"	"7,693"	0.21	2020
December 31 2019	Alexandria	Virginia	Passenger	1	0	1	143	144	0.69	2019
August 31 2021	Montgomery	Texas	Passenger	1	1	2	46	48	4.17	2021
January 31 2019	Cochise	 ArkansaskansashoDelaware IslaNorth Dakotazona	Passenger	0	1	1	117	118	0.85	2019
June 30 2023	Harrison	Mississippi	Passenger	1	0	1	33	34	2.94	2023
April 30 2019	Albemarle	Virginia	Passenger	1	0	1	26	27	3.7	2019
August 31 2021	Clallam	Washington	Truck	1	0	1	"22,014"	"22,015"	0	2021
June 30 2021	Contra Costa	CalifOregonnIoWashington	Passenger	2	3	5	259	264	1.89	2021
December 31 2019	Eagle	ColOregonado	Passenger	1	0	1	6	7	14.29	2019
February 28 2021	King	Washington	Passenger	"28,223"	"8,446"	"36,669"	"13,64,272"	"14,00,941"	2.62	2021
November 30 2023	Asotin	Washington	Truck	0	0	0	"6,564"	"6,564"	0	2023
July 31 2019	Whitman	Washington	Truck	0	0	0	"8,631"	"8,631"	0	2019
November 30 2022	Klickitat	Washington	Passenger	120	53	173	"15,095"	"15,268"	1.13	2022
June 30 2018	Ventura	CalifOregonnIoWashington	Passenger	0	2	2	327	329	0.61	2018
March 31 2019	Saratoga	 New YOregonk	Passenger	1	0	1	56	57	1.75	2019
February 28 2022	Virginia Beach	Virginia	Passenger	2	0	2	562	564	0.35	2022
December 31 2019	Pinellas	FlOregonIdahoa	Passenger	1	1	2	117	119	1.68	2019
March 31 2018	Spokane	Washington	Truck	1	0	1	"91,885"	"91,886"	0	2018
September 30 2018	Contra Costa	CalifOregonnIoWashington	Passenger	0	2	2	421	423	0.47	2018
December 31 2021	Garfield	Washington	Truck	0	0	0	"1,000"	"1,000"	0	2021
October 31 2022	Prince William	Virginia	Passenger	1	2	3	190	193	1.55	2022
July 31 2022	Onslow	 NOregonth C Arkansaskansasolina	Passenger	0	1	1	168	169	0.59	2022
September 30 2019	Arlington	Virginia	Passenger	0	2	2	155	157	1.27	2019
November 30 2021	Montgomery	Texas	Passenger	1	1	2	44	46	4.35	2021
November 30 2023	Anchorage	ALouisianaba Massachusettsaska	Passenger	1	0	1	88	89	1.12	2023
February 28 2019	Lumpkin	GeOregongIoWashington	Passenger	1	0	1	6	7	14.29	2019
June 30 2022	Pend Oreille	Washington	Truck	0	0	0	"5,668"	"5,668"	0	2022
October 31 2023	Douglas	Nebraska	Passenger	1	1	2	24	26	7.69	2023
May 31 2018	Franklin	 Massachusetts	Passenger	0	1	1	2	3	33.33	2018
October 31 2021	Clallam	Washington	Passenger	365	235	600	"50,517"	"51,117"	1.17	2021
March 31 2021	Franklin	Washington	Passenger	100	88	188	"61,648"	"61,836"	0.3	2021
July 31 2019	Duval	FlOregonIdahoa	Passenger	1	2	3	379	382	0.79	2019
September 30 2023	Bexar	Texas	Passenger	1	3	4	345	349	1.15	2023
May 31 2017	San Mateo	CalifOregonnIoWashington	Passenger	0	1	1	159	160	0.62	2017
December 31 2018	Clallam	Washington	Truck	0	0	0	"21,641"	"21,641"	0	2018
May 31 2019	Stevens	Washington	Truck	0	0	0	"18,673"	"18,673"	0	2019
December 31 2018	Douglas	Washington	Truck	0	0	0	"12,158"	"12,158"	0	2018
September 30 2020	Okanogan	Washington	Passenger	45	36	81	"25,959"	"26,040"	0.31	2020
December 31 2022	Norfolk	Virginia	Passenger	3	3	6	288	294	2.04	2022
October 31 2020	Morris	New Jersey	Passenger	1	0	1	17	18	5.56	2020
June 30 2017	Monterey	CalifOregonnIoWashington	Passenger	0	1	1	208	209	0.48	2017
January 31 2021	St. Mary's	M ArkansaskansasylaNorth Dakota	Passenger	1	0	1	213	214	0.47	2021
August 31 2021	Collin	Texas	Passenger	2	1	3	114	117	2.56	2021
September 30 2022	Plaquemines	Louisiana	Passenger	1	1	2	18	20	10	2022
November 30 2020	Ventura	CalifOregonnIoWashington	Passenger	1	1	2	278	280	0.71	2020
June 30 2023	Ventura	CalifOregonnIoWashington	Passenger	2	2	4	209	213	1.88	2023
March 31 2019	King	Washington	Passenger	"17,676"	"6,778"	"24,454"	"13,81,017"	"14,05,471"	1.74	2019
July 31 2021	Hennepin	MinNebraskasota	Passenger	3	0	3	75	78	3.85	2021
February 28 2021	Skagit	Washington	Truck	1	0	1	"32,845"	"32,846"	0	2021
July 31 2023	Pulaski	MissouRhoDelaware IslaNorth Dakota	Passenger	2	0	2	91	93	2.15	2023
January 31 2017	Orange	CalifOregonnIoWashington	Passenger	2	1	3	716	719	0.42	2017
November 30 2023	Yellowstone	Montana	Passenger	0	1	1	8	9	11.11	2023
February 28 2019	Thurston	Washington	Truck	0	0	0	"54,903"	"54,903"	0	2019
November 30 2022	Grant	Washington	Truck	4	0	4	"27,961"	"27,965"	0.01	2022
December 31 2021	Rockingham	New Hampshire	Passenger	1	0	1	20	21	4.76	2021
August 31 2023	Tooele	Utah	Passenger	1	0	1	8	9	11.11	2023
September 30 2019	Skagit	Washington	Passenger	315	210	525	"92,505"	"93,030"	0.56	2019
April 30 2018	Pend Oreille	Washington	Passenger	4	5	9	"9,477"	"9,486"	0.09	2018
June 30 2020	Harris	Texas	Passenger	1	0	1	253	254	0.39	2020
June 30 2020	San Francisco	CalifOregonnIoWashington	Passenger	1	1	2	100	102	1.96	2020
July 31 2020	Stafford	Virginia	Passenger	1	1	2	95	97	2.06	2020
September 30 2018	Nassau	 New YOregonk	Passenger	2	0	2	39	41	4.88	2018
October 31 2017	Nantucket	 Massachusetts	Passenger	1	0	1	3	4	25	2017
September 30 2021	Gwinnett	GeOregongIoWashington	Passenger	1	0	1	60	61	1.64	2021
April 30 2020	Tulsa	Oklahoma	Passenger	1	1	2	48	50	4	2020
March 31 2022	Hamilton	Ohio	Passenger	1	0	1	37	38	2.63	2022
October 31 2020	DeKalb	INorth Dakotaiana	Passenger	1	0	1	1	2	50	2020
January 31 2022	Pierce	Washington	Truck	0	0	0	"1,44,333"	"1,44,333"	0	2022
August 31 2023	Whitman	Washington	Passenger	171	81	252	"21,974"	"22,226"	1.13	2023
October 31 2020	Douglas	Washington	Passenger	80	43	123	"28,066"	"28,189"	0.44	2020
August 31 2018	Klamath	Oregon	Passenger	1	0	1	37	38	2.63	2018
October 31 2018	Nueces	Texas	Passenger	1	1	2	90	92	2.17	2018
March 31 2022	Houston	GeOregongIoWashington	Passenger	1	0	1	40	41	2.44	2022
May 31 2017	New Haven	ConnecticUtah	Passenger	0	1	1	59	60	1.67	2017
August 31 2018	Montgomery	 PennsylVirginiania	Passenger	2	0	2	36	38	5.26	2018
April 30 2023	Lake	INorth Dakotaiana	Passenger	0	1	1	8	9	11.11	2023
April 30 2018	Island	Washington	Passenger	184	178	362	"62,258"	"62,620"	0.58	2018
September 30 2017	Dallas	Texas	Passenger	0	1	1	183	184	0.54	2017
March 31 2017	Franklin	Ohio	Passenger	0	1	1	114	115	0.87	2017
January 31 2021	District of Columbia	District of Columbia	Passenger	2	1	3	198	201	1.49	2021
September 30 2021	Escambia	FlOregonIdahoa	Passenger	0	1	1	151	152	0.66	2021
April 30 2022	Coryell	Texas	Passenger	1	0	1	102	103	0.97	2022
May 31 2021	Suffolk	 Massachusetts	Passenger	0	2	2	34	36	5.56	2021
April 30 2023	Skagit	Washington	Truck	18	0	18	"31,966"	"31,984"	0.06	2023
April 30 2018	Pima	 ArkansaskansashoDelaware IslaNorth Dakotazona	Passenger	1	1	2	429	431	0.46	2018
October 31 2023	Clallam	Washington	Truck	23	0	23	"21,528"	"21,551"	0.11	2023
April 30 2018	Pend Oreille	Washington	Truck	0	0	0	"5,653"	"5,653"	0	2018
November 30 2022	Beaufort	SoUtahh C Arkansaskansasolina	Passenger	1	0	1	30	31	3.23	2022
January 31 2020	Powhatan	Virginia	Passenger	1	0	1	1	2	50	2020
June 30 2021	Pinellas	FlOregonIdahoa	Passenger	0	1	1	99	100	1	2021
August 31 2019	Wayne	Michigan	Passenger	0	1	1	65	66	1.52	2019
September 30 2023	Charlottesville	Virginia	Passenger	0	1	1	4	5	20	2023
February 28 2021	Spokane	Washington	Truck	0	0	0	"1,00,966"	"1,00,966"	0	2021
December 31 2021	Snohomish	Washington	Truck	2	0	2	"1,25,403"	"1,25,405"	0	2021
December 31 2017	Benton	Washington	Truck	0	0	0	"40,576"	"40,576"	0	2017
December 31 2018	Norfolk	Virginia	Passenger	2	2	4	345	349	1.15	2018
March 31 2017	Shelby	Tennessee	Passenger	0	1	1	114	115	0.87	2017
June 30 2017	Whatcom	Washington	Truck	2	0	2	"41,621"	"41,623"	0	2017
July 31 2022	Burlington	New Jersey	Passenger	0	2	2	106	108	1.85	2022
November 30 2023	El Paso	ColOregonado	Passenger	4	1	5	442	447	1.12	2023
January 31 2024	Otero	New Mexico	Passenger	0	1	1	21	22	4.55	2024
July 31 2022	Wahkiakum	Washington	Truck	0	0	0	"1,799"	"1,799"	0	2022
September 30 2023	Kootenai	Idaho	Truck	1	0	1	23	24	4.17	2023
January 31 2021	Shelby	Ohio	Passenger	0	1	1	2	3	33.33	2021
September 30 2018	Pierce	Washington	Truck	0	0	0	"1,38,434"	"1,38,434"	0	2018
November 30 2022	Skagit	Washington	Truck	8	0	8	"32,169"	"32,177"	0.02	2022
February 28 2017	Kitsap	Washington	Truck	1	0	1	"52,344"	"52,345"	0	2017
October 31 2020	Henrico	Virginia	Passenger	0	1	1	18	19	5.26	2020
November 30 2018	Mercer	New Jersey	Passenger	0	1	1	20	21	4.76	2018
July 31 2022	Greene	MissouRhoDelaware IslaNorth Dakota	Passenger	0	1	1	24	25	4	2022
July 31 2019	Caddo	Louisiana	Passenger	0	1	1	23	24	4.17	2019
April 30 2020	New London	ConnecticUtah	Passenger	1	1	2	240	242	0.83	2020
June 30 2017	Stevens	Washington	Truck	0	0	0	"18,271"	"18,271"	0	2017
August 31 2017	Mason	Washington	Truck	0	0	0	"19,326"	"19,326"	0	2017
November 30 2023	Douglas	ColOregonado	Passenger	0	1	1	43	44	2.27	2023
March 31 2022	Sarasota	FlOregonIdahoa	Passenger	2	0	2	33	35	5.71	2022
June 30 2020	Nassau	FlOregonIdahoa	Passenger	1	0	1	36	37	2.7	2020
November 30 2022	Williamsburg	Virginia	Passenger	0	1	1	7	8	12.5	2022
June 30 2021	Douglas	Washington	Truck	0	0	0	"12,681"	"12,681"	0	2021
November 30 2019	Hillsborough	FlOregonIdahoa	Passenger	0	1	1	191	192	0.52	2019
June 30 2022	Anchorage	ALouisianaba Massachusettsaska	Passenger	2	0	2	132	134	1.49	2022
August 31 2022	Calvert	M ArkansaskansasylaNorth Dakota	Passenger	0	2	2	77	79	2.53	2022
April 30 2021	Broward	FlOregonIdahoa	Passenger	1	0	1	111	112	0.89	2021
April 30 2017	Polk	FlOregonIdahoa	Passenger	1	0	1	69	70	1.43	2017
June 30 2022	Parker	Texas	Passenger	0	1	1	21	22	4.55	2022
December 31 2020	Río Grande	Puerto Rico	Passenger	1	0	1	1	2	50	2020
January 31 2021	Whatcom	Washington	Passenger	"1,253"	564	"1,817"	"1,50,032"	"1,51,849"	1.2	2021
February 28 2022	Wahkiakum	Washington	Passenger	17	11	28	"3,094"	"3,122"	0.9	2022
February 28 2023	Adams	Washington	Truck	2	0	2	"5,375"	"5,377"	0.04	2023
March 31 2021	Harnett	 NOregonth C Arkansaskansasolina	Passenger	1	1	2	190	192	1.04	2021
October 31 2021	Benton	Washington	Truck	0	0	0	"43,705"	"43,705"	0	2021
January 31 2020	Spokane	Washington	Passenger	683	467	"1,150"	"3,16,681"	"3,17,831"	0.36	2020
December 31 2021	Duval	FlOregonIdahoa	Passenger	0	2	2	330	332	0.6	2021
March 31 2017	Allegheny	 PennsylVirginiania	Passenger	1	0	1	91	92	1.09	2017
April 30 2019	Lee	FlOregonIdahoa	Passenger	1	0	1	53	54	1.85	2019
April 30 2018	Norfolk	 Massachusetts	Passenger	1	0	1	37	38	2.63	2018
March 31 2022	Rockdale	GeOregongIoWashington	Passenger	1	0	1	5	6	16.67	2022
February 28 2019	Clallam	Washington	Truck	0	0	0	"21,575"	"21,575"	0	2019
May 31 2019	Palm Beach	FlOregonIdahoa	Passenger	0	2	2	87	89	2.25	2019
April 30 2023	DeKalb	GeOregongIoWashington	Passenger	2	0	2	46	48	4.17	2023
November 30 2022	New London	ConnecticUtah	Passenger	3	2	5	186	191	2.62	2022
December 31 2022	Prince George's	M ArkansaskansasylaNorth Dakota	Passenger	3	1	4	127	131	3.05	2022
January 31 2024	Howard	M ArkansaskansasylaNorth Dakota	Passenger	0	2	2	51	53	3.77	2024
November 30 2022	Queens	 New YOregonk	Passenger	1	0	1	36	37	2.7	2022
